Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,7,17421.875,905591
1,5,17546.875,852881
2,3,19906.25,1004361
3,5,17765.625,874581
4,11,16953.125,897961
5,4,17906.25,820761
6,5,19828.125,967061
7,7,14703.125,772071
8,9,13375.0,674181
9,7,21968.75,1160381
10,8,14531.25,672791
11,9,16656.25,877161
12,4,15312.5,828481
13,9,18734.375,867951
14,7,21875.0,1227051
15,9,18234.375,868191
16,8,14187.5,697511
17,6,15015.625,777201
18,6,19187.5,852071
19,8,14140.625,703841
20,6,18375.0,906541
21,7,20328.125,958871
22,3,13343.75,716231
23,6,15578.125,827771
24,3,15265.625,746041
25,8,20109.375,1053281
26,6,19328.125,1067861
27,8,15281.25,757331
28,3,13656.25,687631
29,5,15578.125,756981
