Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,56,6281.25,385912
1,57,6765.625,414102
2,53,5390.625,355752
3,60,6125.0,386962
4,53,5484.375,349492
5,52,5437.5,329412
6,54,5531.25,356612
7,60,6843.75,394302
8,58,5593.75,375382
9,60,6046.875,405232
10,59,5343.75,358322
11,57,4859.375,294932
12,54,5187.5,360762
13,55,5625.0,364422
14,60,7500.0,484552
15,56,5859.375,402772
16,54,6140.625,395862
17,55,7046.875,408542
18,51,5562.5,357402
19,56,6531.25,428432
20,54,6000.0,410772
21,54,4765.625,315612
22,56,5062.5,355722
23,56,4578.125,326782
24,55,4656.25,302082
25,63,4859.375,327952
26,57,5359.375,308002
27,57,5625.0,327832
28,56,6968.75,378672
29,58,7921.875,505902
