Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,32,262125.0,3533690
1,10,234218.75,3125260
2,20,324046.875,4113420
3,18,188515.625,2400720
4,10,197546.875,2539230
5,18,223859.375,2670870
6,10,288468.75,3749850
7,10,228328.125,2604820
8,10,199609.375,2856910
9,33,164968.75,2203500
10,10,230015.625,2915230
11,10,204140.625,2602930
12,10,304953.125,3812300
13,18,212000.0,2459160
14,17,207515.625,2309460
15,10,217656.25,2602730
16,32,246156.25,2481870
17,42,279796.875,3379110
18,15,246171.875,3414670
19,32,205500.0,2762030
20,30,243375.0,3569230
21,31,124515.625,1901110
22,20,273359.375,4071170
23,10,189359.375,2441880
24,25,273484.375,3423080
25,10,139671.875,2026990
26,18,211921.875,2671550
27,45,219187.5,3014180
28,15,190203.125,2744140
29,10,156718.75,2030050
