Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,154,843.75,7360
1,273,1171.875,8190
2,187,1296.875,9810
3,244,1109.375,8090
4,187,2171.875,13010
5,164,2984.375,17540
6,192,1203.125,9110
7,169,1843.75,12050
8,261,921.875,7700
9,251,3359.375,16370
10,196,1250.0,9310
11,287,875.0,6900
12,197,1125.0,8620
13,254,1453.125,9970
14,183,1250.0,8780
15,300,1078.125,7980
16,144,1093.75,9560
17,245,1421.875,8950
18,272,1234.375,9650
19,177,1343.75,9690
20,235,1609.375,10720
21,159,1421.875,9830
22,195,2031.25,11310
23,265,968.75,7850
24,189,1531.25,9700
25,253,1250.0,9600
26,222,2218.75,13040
27,286,1328.125,9420
28,278,1515.625,9850
29,297,2906.25,17360
