Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,170,1921.875,15920
1,178,1250.0,10990
2,245,1343.75,11530
3,165,1765.625,13710
4,118,1140.625,9800
5,157,2218.75,17730
6,176,1312.5,11090
7,177,2109.375,16130
8,128,1859.375,13900
9,119,1453.125,10900
10,234,1218.75,11260
11,140,1375.0,10560
12,258,2187.5,15340
13,251,1609.375,12910
14,137,1437.5,13340
15,301,1250.0,11380
16,212,1015.625,9100
17,148,2343.75,18230
18,177,2890.625,19310
19,195,1890.625,15020
20,128,2218.75,15190
21,241,1765.625,13740
22,171,2109.375,15450
23,197,4390.625,27360
24,142,3968.75,25800
25,248,1718.75,13260
26,242,1812.5,14200
27,216,2640.625,18670
28,228,1062.5,10450
29,183,3000.0,23170
