Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,48,265.625,5061
1,42,187.5,4641
2,44,125.0,4011
3,51,140.625,4281
4,51,187.5,4301
5,56,203.125,4631
6,58,78.125,3671
7,50,203.125,4951
8,45,140.625,4431
9,60,125.0,4281
10,47,421.875,6121
11,56,125.0,4041
12,45,156.25,4391
13,40,156.25,4481
14,32,125.0,4231
15,35,171.875,4821
16,45,265.625,4891
17,43,109.375,3841
18,33,156.25,3981
19,52,171.875,4741
20,54,328.125,5481
21,55,531.25,7681
22,48,125.0,4341
23,63,125.0,4151
24,53,203.125,4531
25,34,140.625,4231
26,46,234.375,5261
27,53,109.375,3441
28,54,140.625,3741
29,37,171.875,4261
