Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,33,1953.125,48711
1,33,1703.125,49221
2,38,1156.25,32111
3,29,6921.875,180101
4,38,1828.125,46521
5,44,359.375,12221
6,33,5828.125,153221
7,33,843.75,24571
8,32,1265.625,35201
9,37,5593.75,138451
10,31,3890.625,107061
11,58,671.875,20611
12,33,1265.625,30891
13,46,2921.875,79411
14,42,750.0,22891
15,37,1125.0,28381
16,43,2703.125,71361
17,43,2250.0,64831
18,30,6406.25,168441
19,39,12640.625,313981
20,47,421.875,12871
21,24,2546.875,71211
22,34,2765.625,73941
23,31,375.0,12051
24,39,703.125,20501
25,39,296.875,10251
26,38,1531.25,42641
27,54,703.125,20911
28,41,2453.125,66491
29,37,2468.75,66251
