Run,bestVal,cpuTime,nrOfSwaps,type
0,33,312.5,675
1,34,156.25,484
2,52,484.375,924
3,45,437.5,935
4,45,171.875,539
5,40,390.625,837
6,32,312.5,706
7,25,453.125,894
8,47,187.5,495
9,52,218.75,613
10,41,437.5,969
11,53,140.625,534
12,27,656.25,1279
13,38,437.5,880
14,53,234.375,635
15,53,265.625,661
16,42,109.375,423
17,45,250.0,633
18,36,531.25,918
19,46,265.625,683
20,54,187.5,561
21,56,343.75,760
22,46,156.25,500
23,36,281.25,684
24,49,281.25,703
25,43,171.875,552
26,45,375.0,808
27,17,171.875,579
28,30,281.25,619
29,46,171.875,532
