Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,29,14046.875,407321
1,36,3312.5,101201
2,33,2593.75,86501
3,34,33687.5,1005241
4,30,4609.375,137661
5,29,15828.125,512211
6,35,1234.375,39401
7,49,6171.875,205511
8,37,1390.625,48261
9,42,11750.0,365771
10,43,781.25,27401
11,40,7687.5,225241
12,37,2140.625,67001
13,30,1921.875,58861
14,30,2703.125,84841
15,36,2125.0,72451
16,34,8718.75,275731
17,42,1718.75,54621
18,36,7531.25,235641
19,26,6328.125,183831
20,47,4328.125,132611
21,23,4328.125,143291
22,42,8171.875,242941
23,40,3765.625,112021
24,35,9218.75,305331
25,24,1656.25,55121
26,25,11359.375,345611
27,44,4890.625,144041
28,49,7453.125,239151
29,30,16562.5,501341
