Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,47,781.25,18301
1,46,1718.75,40711
2,28,406.25,11781
3,32,2328.125,54691
4,27,921.875,20861
5,47,593.75,15561
6,24,1593.75,40131
7,30,5656.25,134841
8,34,906.25,22281
9,32,1656.25,37681
10,61,187.5,6931
11,30,1156.25,30191
12,40,500.0,14431
13,61,218.75,7851
14,36,1875.0,44831
15,33,406.25,12111
16,27,4390.625,99611
17,40,546.875,17491
18,44,859.375,20991
19,37,1859.375,42831
20,50,1250.0,29321
21,31,2187.5,55031
22,36,2390.625,59251
23,32,1578.125,38181
24,44,609.375,17921
25,40,734.375,18651
26,37,4328.125,99601
27,45,593.75,15841
28,37,1484.375,32821
29,35,1078.125,25701
