Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,71,265.625,9562
1,69,296.875,11512
2,77,156.25,6862
3,69,265.625,10812
4,71,203.125,9132
5,79,140.625,6522
6,69,328.125,12942
7,72,343.75,13882
8,64,390.625,15202
9,73,312.5,12252
10,63,203.125,9612
11,69,234.375,9292
12,74,265.625,10582
13,69,390.625,16022
14,69,328.125,13872
15,70,234.375,10192
16,66,296.875,12932
17,64,265.625,11142
18,71,140.625,5852
19,76,156.25,6602
20,71,281.25,11632
21,73,171.875,7662
22,78,203.125,7942
23,76,203.125,8722
24,73,265.625,11742
25,85,156.25,6552
26,72,281.25,11092
27,74,296.875,13212
28,75,250.0,11652
29,74,187.5,8012
