Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,65,171.875,4602
1,82,140.625,3892
2,101,78.125,2742
3,71,250.0,5242
4,79,140.625,3942
5,87,93.75,3092
6,78,140.625,4332
7,89,140.625,3812
8,83,156.25,4222
9,89,218.75,4792
10,86,93.75,2892
11,82,187.5,4342
12,74,296.875,6392
13,84,156.25,4372
14,81,109.375,3222
15,87,93.75,3632
16,67,203.125,5182
17,82,140.625,4342
18,74,156.25,4042
19,79,171.875,4502
20,78,234.375,5012
21,83,171.875,4192
22,71,156.25,3732
23,72,296.875,6492
24,80,156.25,4172
25,85,93.75,3412
26,78,140.625,3852
27,74,203.125,5212
28,82,156.25,4712
29,76,218.75,5142
