Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,75,421.875,12512
1,65,1625.0,51282
2,67,2484.375,85932
3,65,781.25,26112
4,76,328.125,12892
5,60,828.125,28382
6,64,1218.75,39312
7,70,937.5,32712
8,67,968.75,32062
9,73,609.375,22172
10,69,1500.0,48462
11,77,625.0,21402
12,84,62.5,4282
13,63,453.125,15372
14,78,390.625,13992
15,74,500.0,18742
16,71,625.0,20942
17,68,1140.625,37102
18,68,953.125,30142
19,69,1640.625,53582
20,82,187.5,7272
21,72,718.75,26452
22,86,453.125,16032
23,71,671.875,22262
24,67,1109.375,37612
25,80,250.0,9912
26,65,2921.875,93052
27,74,765.625,25162
28,63,1140.625,39062
29,64,1265.625,43212
