Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,84,203.125,6752
1,70,406.25,11022
2,69,250.0,8702
3,84,140.625,5982
4,69,390.625,12412
5,78,312.5,10612
6,83,250.0,8472
7,74,203.125,6432
8,83,218.75,7162
9,73,687.5,20842
10,65,296.875,10042
11,70,156.25,5592
12,82,109.375,4262
13,66,171.875,6472
14,71,250.0,7842
15,73,437.5,13632
16,65,750.0,22492
17,63,718.75,20402
18,70,875.0,26362
19,73,250.0,8722
20,72,250.0,8232
21,68,968.75,27242
22,71,1281.25,37062
23,77,265.625,7962
24,79,484.375,14892
25,70,421.875,12912
26,75,265.625,9222
27,72,328.125,10232
28,90,187.5,5692
29,85,406.25,11032
