Run,bestVal,cpuTime[ms],nrOfSwaps,type
0,98,62.5,2322
1,90,93.75,2452
2,90,125.0,3282
3,93,93.75,2742
4,81,171.875,3622
5,85,156.25,3822
6,82,203.125,4502
7,77,171.875,4002
8,84,203.125,4312
9,82,187.5,3762
10,87,78.125,2502
11,86,93.75,2932
12,96,93.75,2742
13,80,140.625,3772
14,89,125.0,3192
15,79,140.625,3452
16,98,78.125,2012
17,87,125.0,3552
18,92,46.875,2222
19,101,78.125,2432
20,101,46.875,2182
21,87,93.75,2882
22,78,250.0,4782
23,86,109.375,2972
24,85,78.125,2822
25,104,62.5,2062
26,91,78.125,3022
27,77,140.625,3472
28,74,250.0,5222
29,85,125.0,3352
